finishing_position,horse_number,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,length_behind_winner,running_position_1,running_position_2,running_position_3,running_position_4,finish_time,win_odds,running_position_5,running_position_6,race_id
10,5,CALIFORNIA JOY,T406,D Whyte,A S Cruz,125,1179,6,6-3/4,2,3,4,10,1.35.43,5.8,NA,NA,2016-128
11,7,THUNDER STOMP,V279,H N Wong,Y S Tsui,116,1165,11,8-1/4,5,5,8,11,1.35.69,99,NA,NA,2016-128
12,9,RUBY COAST,T159,K Teetan,K L Man,121,1069,10,9-1/4,14,14,14,12,1.35.83,99,NA,NA,2016-128
13,1,ROYAL ELITE,V300,C Y Ho,C Fownes,131,1108,8,9-3/4,10,11,12,13,1.35.93,17,NA,NA,2016-128
14,13,SEMPITERNAL,S100,S de Sousa,D Cruz,115,1247,12,10-3/4,6,4,3,14,1.36.07,58,NA,NA,2016-128
WV,NA,FLARING SPEED,V194,K K Chiong,J Size,108,1084,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-128
1,4,DESIGNS ON ROME,P270,K Teetan,J Moore,133,1105,1,-,11,10,2,1,1.35.36,21,NA,NA,2016-129
2,2,BLAZING SPEED,P192,N Callan,A S Cruz,133,1163,7,N,4,4,4,2,1.35.40,48,NA,NA,2016-129
3,1,BEAUTY ONLY,S411,D Whyte,A S Cruz,133,1132,10,1/2,8,7,10,3,1.35.44,9.4,NA,NA,2016-129
4,10,JOYFUL TRINITY,V110,J Moreira,J Moore,122,1161,2,2,5,5,6,4,1.35.68,1.9,NA,NA,2016-129
5,7,PACKING PINS,S386,N Rawiller,P F Yiu,128,1190,8,2,9,9,11,5,1.35.68,22,NA,NA,2016-129
6,9,SUN JEWELLERY,T301,S de Sousa,J Size,124,1142,11,3-1/4,2,2,3,6,1.35.87,5.4,NA,NA,2016-129
7,6,BEAUTY FLAME,S117,C Y Ho,A S Cruz,129,1199,9,4-1/2,1,1,1,7,1.36.08,15,NA,NA,2016-129
8,5,HELENE PARAGON,V167,C Schofield,J Moore,131,1077,5,5-1/4,7,8,7,8,1.36.20,12,NA,NA,2016-129
9,8,HELENE HAPPY STAR,T104,S Clipperton,J Moore,126,1159,4,6-1/2,6,6,8,9,1.36.39,89,NA,NA,2016-129
10,3,CONTENTMENT,S391,B Prebble,J Size,133,1148,3,7-1/2,3,3,5,10,1.36.54,8.3,NA,NA,2016-129
11,12,FLAME HERO,P294,H W Lai,L Ho,114,1146,6,8-1/2,10,11,9,11,1.36.71,59,NA,NA,2016-129
WV,11,RAPPER DRAGON,V082,Z Purton,J Moore,122,1197,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-129
1,3,WORLD CITY,S019,Z Purton,T P Yung,132,1281,9,-,4,4,1,NA,1.10.95,19,NA,NA,2016-131
2,5,MANHATTAN STRIKER,V141,O Doleuze,C Fownes,129,1104,1,N,3,3,2,NA,1.10.99,4.9,NA,NA,2016-131
3,2,YOURTHEWONFORME,T258,D Whyte,T K Ng,133,1133,8,1-1/2,6,6,3,NA,1.11.18,4.8,NA,NA,2016-131
4,1,FOREVER FUN,S130,H N Wong,K L Man,126,1022,10,1-3/4,2,2,4,NA,1.11.22,19,NA,NA,2016-131
5,7,OPTIMISM,S150,N Rawiller,D E Ferraris,128,1062,4,2-1/2,7,7,5,NA,1.11.34,6.2,NA,NA,2016-131
6,10,GREAT SPEED,S251,J Moreira,L Ho,115,1088,6,2-1/2,5,5,6,NA,1.11.35,2.6,NA,NA,2016-131
7,9,ALL TOGETHER,T420,K Teetan,A Lee,120,1094,3,2-1/2,1,1,7,NA,1.11.35,32,NA,NA,2016-131
8,11,ABLE TALENT,S446,H W Lai,T K Ng,114,1035,11,3-3/4,8,9,8,NA,1.11.55,99,NA,NA,2016-131
9,4,LUCKY SEBRING,V091,C Schofield,Y S Tsui,129,1061,7,6-3/4,10,8,9,NA,1.12.02,99,NA,NA,2016-131
10,6,STRATUM POWER,T086,C Y Ho,T K Ng,127,1025,5,9-1/2,9,10,10,NA,1.12.48,99,NA,NA,2016-131
11,8,CHANS DELIGHT,P420,N Callan,D Cruz,125,1083,2,11,11,11,11,NA,1.12.72,8.9,NA,NA,2016-131
1,2,MUTUAL JOY,T282,S de Sousa,L Ho,133,1048,1,-,3,3,2,1,1.42.42,5.5,NA,NA,2016-132
2,9,DOUBLE POINT,S246,J Moreira,C Fownes,126,1016,10,1/2,6,6,6,2,1.42.50,7.9,NA,NA,2016-132
3,10,THIS IS GLADIATOR,T261,H N Wong,C S Shum,114,1069,3,1/2,7,7,8,3,1.42.53,5.5,NA,NA,2016-132
4,4,YEUNG SING,P001,K Teetan,K W Lui,132,1116,11,1,9,10,7,4,1.42.58,14,NA,NA,2016-132
5,1,LAUGHING LORD,T071,N Callan,C W Chang,133,1091,2,1,4,4,3,5,1.42.59,5.5,NA,NA,2016-132
6,12,BERNARD'S CHOICE,N156,K K Chiong,T K Ng,106,1057,12,1,8,8,9,6,1.42.60,52,NA,NA,2016-132
7,8,SHOW MISSION,T436,D Whyte,Y S Tsui,130,1077,4,1-3/4,1,1,1,7,1.42.71,9,NA,NA,2016-132
8,3,SPICY DOUBLE,T393,Z Purton,K L Man,132,1122,7,2-1/2,5,5,5,8,1.42.82,5,NA,NA,2016-132
9,7,DASHING FORTUNE,P046,O Bosson,D E Ferraris,130,1132,6,4,11,11,11,9,1.43.04,37,NA,NA,2016-132
10,11,PERFECT TIMING,T019,S Clipperton,T P Yung,118,1096,5,4,12,12,12,10,1.43.05,14,NA,NA,2016-132
11,6,MI SAVVY BOY,S381,C Schofield,A T Millard,131,1108,9,7-1/4,2,2,4,11,1.43.59,22,NA,NA,2016-132
12,5,MASTER PINNACLE,S351,H W Lai,A Lee,131,997,8,11-3/4,10,9,10,12,1.44.31,99,NA,NA,2016-132
1,12,NEWSWIRE FREE,S407,J Moreira,P F Yiu,118,1120,8,-,8,8,4,1,1.41.17,3,NA,NA,2016-133
2,9,SPARKLING SWORD,P256,K K Chiong,K W Lui,115,1174,5,HD,1,1,1,2,1.41.20,6.2,NA,NA,2016-133
3,6,BEST TANGO,S121,S Clipperton,W Y So,126,1067,2,1-1/4,6,6,3,3,1.41.39,4.7,NA,NA,2016-133
4,1,MIDNITE PROMISE,S379,N Rawiller,T K Ng,130,1024,6,5-1/4,4,5,8,4,1.42.03,9,NA,NA,2016-133
5,10,LIGHTNING AND GOLD,P354,H N Wong,C H Yip,113,1091,4,6,7,7,7,5,1.42.12,32,NA,NA,2016-133
6,5,GO-GETTER,S303,Z Purton,A Lee,127,1076,1,6-1/4,5,3,2,6,1.42.19,16,NA,NA,2016-133
7,8,PEARL WIN,P085,S de Sousa,A T Millard,125,1042,7,6-1/2,3,4,5,7,1.42.23,9.5,NA,NA,2016-133
8,11,SPINNING DANCER,S078,D Whyte,K L Man,120,1044,10,7-1/2,9,9,9,8,1.42.35,8.1,NA,NA,2016-133
9,7,MONEY MAN,V227,O Doleuze,P O'Sullivan,125,1127,9,8-1/4,10,11,11,9,1.42.47,29,NA,NA,2016-133
10,3,DIGITAL PIONEER,V177,N Callan,D J Hall,128,1079,11,8-3/4,11,10,10,10,1.42.56,86,NA,NA,2016-133
11,4,THANKSGIVING,M350,C Y Ho,D Cruz,126,1148,12,79-1/4,2,2,6,11,1.53.86,37,NA,NA,2016-133
12,2,YOU HAVE MY WORD,V149,O Bosson,T P Yung,130,1110,3,98-3/4,12,12,12,12,1.56.95,88,NA,NA,2016-133
1,5,BO DUKE,S378,S Clipperton,P F Yiu,120,1085,10,-,5,6,6,2,2.18.13,13,1,1,2016-135
2,7,WINASWEWISH,T385,O Doleuze,C Fownes,119,1171,2,2,10,10,10,11,2.18.43,8.7,4,2,2016-135
3,4,KING BOUNTIFUL,T105,J Moreira,J Size,121,1123,3,2-1/4,6,5,5,8,2.18.48,2.7,10,3,2016-135
4,1,TOWERING STORM,M401,Z Purton,P F Yiu,133,1084,7,2-1/4,11,12,12,7,2.18.49,10,2,4,2016-135
5,12,KERKENI,T053,S de Sousa,R Gibson,115,1045,12,4-1/4,12,11,11,12,2.18.83,12,12,5,2016-135
6,3,WIN IT,P032,N Callan,W Y So,123,1020,9,5-1/4,7,7,7,9,2.18.98,42,9,6,2016-135
7,10,CASA MASTER,T160,C Schofield,C S Shum,115,1167,8,5-1/2,1,1,1,1,2.19.01,12,3,7,2016-135
8,8,MAC ROW,N252,H W Lai,A Lee,116,1021,1,7-1/4,9,9,8,3,2.19.28,17,5,8,2016-135
9,6,PRECISIONCRAFTSMAN,V036,H N Wong,T P Yung,111,1070,5,7-1/2,4,4,4,6,2.19.34,59,8,9,2016-135
10,2,SMART UNION,P268,N Rawiller,K W Lui,127,1120,11,8-1/4,8,8,9,10,2.19.43,11,7,10,2016-135
11,9,SUPERNATURAL,V063,D Whyte,A S Cruz,117,1074,6,10-1/4,2,3,2,4,2.19.75,4.9,6,11,2016-135
12,11,MISTRAL,T386,K Teetan,A T Millard,114,1119,4,22-3/4,3,2,3,5,2.21.78,68,11,12,2016-135
1,4,HARBOUR MASTER,S145,J Moreira,J Moore,126,1162,4,-,5,5,7,1,1.40.70,5.3,NA,NA,2016-136
2,11,SUPER LIFELINE,P158,K Teetan,A T Millard,118,1051,8,N,1,1,1,2,1.40.74,8.4,NA,NA,2016-136
3,6,BASIC TRILOGY,V133,S Clipperton,J Moore,125,1212,9,N,2,2,2,3,1.40.75,14,NA,NA,2016-136
4,1,HELENE SUPER STAR,S152,N Callan,A S Cruz,130,1224,2,1-1/4,3,3,4,4,1.40.89,20,NA,NA,2016-136
5,9,SICHUAN DAR,T375,C Y Ho,C Fownes,118,1008,6,2-1/4,4,4,5,5,1.41.05,3.5,NA,NA,2016-136
6,10,DIVINE BOY,T163,S de Sousa,Y S Tsui,119,1075,3,2-1/2,8,8,10,6,1.41.09,11,NA,NA,2016-136
7,7,SERGEANT TITANIUM,S332,O Doleuze,J Size,124,1134,10,2-1/2,7,7,3,7,1.41.09,36,NA,NA,2016-136
8,3,TWIN DELIGHT,S125,Z Purton,C Fownes,127,1091,1,2-1/2,10,9,9,8,1.41.11,4.1,NA,NA,2016-136
9,8,AMBITIOUS CHAMPION,S083,C Schofield,R Gibson,122,1100,7,2-3/4,6,6,8,9,1.41.12,19,NA,NA,2016-136
10,2,ALL YOU WISH,P031,N Rawiller,C H Yip,127,1225,5,6,9,10,6,10,1.41.66,10,NA,NA,2016-136
WV,5,JUN HUO,S307,H W Lai,K W Lui,126,1174,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-136
1,5,MOMENT OF POWER,V138,K K Chiong,P O'Sullivan,120,1074,3,-,1,1,1,NA,0.57.56,3.3,NA,NA,2016-137
2,10,TRUMP,P106,S Clipperton,T K Ng,121,1170,5,1,12,10,2,NA,0.57.72,47,NA,NA,2016-137
3,4,OUR HERO,V278,O Doleuze,C S Shum,128,1253,1,1,9,7,3,NA,0.57.73,33,NA,NA,2016-137
4,11,BEAUTY CONNECTION,T415,Z Purton,A S Cruz,120,1135,6,1,3,4,4,NA,0.57.73,3.2,NA,NA,2016-137
5,7,THOR THE GREATEST,P396,J Moreira,T P Yung,123,1180,8,1,10,9,5,NA,0.57.73,7.5,NA,NA,2016-137
6,8,MR RIGHT,T334,N Callan,L Ho,122,1222,9,1-1/2,8,11,6,NA,0.57.81,16,NA,NA,2016-137
7,1,TIMELY ARRIVED,S431,H N Wong,Y S Tsui,125,1186,10,2-1/2,2,2,7,NA,0.57.95,28,NA,NA,2016-137
8,3,TRAVEL COMFORTS,T209,K Teetan,A T Millard,129,1143,11,3-1/2,5,5,8,NA,0.58.13,18,NA,NA,2016-137
9,12,ELITE SPIRIT,S200,C Y Ho,W Y So,118,1163,12,3-3/4,11,12,9,NA,0.58.15,76,NA,NA,2016-137
10,6,OCEAN ROAR,N317,H W Lai,A Lee,125,1185,2,4-3/4,4,3,10,NA,0.58.31,47,NA,NA,2016-137
11,9,WINFULL PATROL,P063,S de Sousa,R Gibson,122,1199,7,5-1/4,6,8,11,NA,0.58.40,16,NA,NA,2016-137
12,2,DIAMOND MASTER,S397,O Bosson,P F Yiu,129,1167,4,7-1/4,7,6,12,NA,0.58.74,5.6,NA,NA,2016-137
1,11,SUPER FLUKE,T382,J Moreira,D Cruz,118,1118,6,-,4,3,3,1,1.41.94,3.2,NA,NA,2016-138
2,10,PEARL WARM WARM,T183,S Clipperton,P O'Sullivan,118,1099,12,SH,1,2,2,2,1.41.95,19,NA,NA,2016-138
3,3,BEAUTY PRINCE,T411,Z Purton,J Moore,128,1281,9,N,11,10,10,3,1.42.00,15,NA,NA,2016-138
4,7,VARA PEARL,S138,K Teetan,A T Millard,120,1034,4,1/2,10,11,11,4,1.42.02,22,NA,NA,2016-138
5,5,INDUSTRIALIST WAY,S023,O Bosson,C H Yip,126,1228,11,1/2,5,5,6,5,1.42.03,35,NA,NA,2016-138
6,6,THE SYLPH,T055,D Whyte,D E Ferraris,120,1025,3,3/4,9,9,9,6,1.42.06,6,NA,NA,2016-138
7,2,HAPPY PLACE,S380,N Rawiller,T P Yung,131,1136,2,1-3/4,8,8,8,7,1.42.23,5.5,NA,NA,2016-138
8,1,MASTER CERAMIBO,V113,H N Wong,C S Shum,126,1148,10,2-1/4,2,1,1,8,1.42.29,86,NA,NA,2016-138
9,12,CARE FREE PRINCE,V069,C Y Ho,K L Man,114,1114,7,2-1/4,3,4,4,9,1.42.31,12,NA,NA,2016-138
10,8,BEAUTY LOVE,V025,S de Sousa,A S Cruz,119,1076,5,2-1/2,7,7,7,10,1.42.34,6.1,NA,NA,2016-138
11,4,WUSHU CHAMPION,V301,C Schofield,R Gibson,128,1166,1,3-1/2,6,6,5,11,1.42.48,8.6,NA,NA,2016-138
WV-A,9,JE PENSE,V354,O Doleuze,C W Chang,120,1146,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-138
1,2,CASH COURIER,S417,S de Sousa,K L Man,132,1207,1,-,8,9,5,1,1.42.29,6.2,NA,NA,2016-139
2,6,LUCKY BALL,T130,N Callan,D J Hall,128,1050,3,N,3,4,2,2,1.42.35,12,NA,NA,2016-139
3,8,DUTCH WINDMILL,T288,K K Chiong,C W Chang,117,1041,9,1/2,9,10,9,3,1.42.36,20,NA,NA,2016-139
4,9,BLISS CARTEL,S202,J Moreira,D E Ferraris,118,1087,2,3/4,1,1,1,4,1.42.42,2,NA,NA,2016-139
5,10,LE PEGASE,T280,K Teetan,A Lee,115,1005,6,2-1/4,6,7,3,5,1.42.63,13,NA,NA,2016-139
6,7,SOCCER BRAVE,T233,H W Lai,D E Ferraris,128,1047,7,4-1/4,11,11,11,6,1.42.95,88,NA,NA,2016-139
7,3,THUNDER DASH,T133,H N Wong,P F Yiu,125,1065,5,5-1/2,2,2,4,7,1.43.17,30,NA,NA,2016-139
8,1,FAITHFUL BOY,T089,C Schofield,Y S Tsui,133,1076,4,7,5,5,6,8,1.43.42,5.3,NA,NA,2016-139
9,5,MEDIC SWORDSMAN,P168,O Bosson,D Cruz,130,1152,11,10-1/4,10,8,8,9,1.43.92,32,NA,NA,2016-139
10,4,REAL SUPREME,L247,O Doleuze,C W Chang,131,1160,10,32,7,6,10,10,1.47.40,16,NA,NA,2016-139
11,11,THUNDERSTROKE,T067,C Y Ho,C W Chang,115,1217,8,68,4,3,7,11,1.53.18,44,NA,NA,2016-139
1,3,BLOCKER DEE,T374,K Teetan,C Fownes,125,1260,11,-,1,1,1,NA,1.10.12,4.4,NA,NA,2016-148
2,10,FLYING TOURBILLON,T051,S de Sousa,P F Yiu,120,1126,1,HD,5,4,2,NA,1.10.16,4.4,NA,NA,2016-148
3,7,DRAGON GENERAL,T400,C Schofield,Y S Tsui,123,1110,5,1/2,4,3,3,NA,1.10.20,26,NA,NA,2016-148
4,6,BACK IN BLACK,T358,Z Purton,P O'Sullivan,123,1076,4,1,6,6,4,NA,1.10.30,5,NA,NA,2016-148
5,2,APOLLO'S CHOICE,S312,N Rawiller,D J Hall,126,1080,6,1-1/4,7,7,5,NA,1.10.34,8.8,NA,NA,2016-148
6,5,HAPPY SURVEYS,T248,B Prebble,J Size,124,1199,8,2-1/2,12,11,6,NA,1.10.51,13,NA,NA,2016-148
7,8,MIDNIGHT RATTLER,T371,J Moreira,J Moore,122,1153,12,3-1/4,8,10,7,NA,1.10.65,12,NA,NA,2016-148
8,1,TURF SPRINT,T396,S Clipperton,W Y So,128,1129,10,3-1/2,9,9,8,NA,1.10.70,9.8,NA,NA,2016-148
9,9,HIT THE BID,P214,K K Chiong,A T Millard,114,1176,2,3-3/4,10,8,9,NA,1.10.72,17,NA,NA,2016-148
10,4,CHARITY JOY,P278,N Callan,C S Shum,124,1128,3,6,2,2,10,NA,1.11.07,18,NA,NA,2016-148
11,12,BULLISH SMART,S221,C Y Ho,A S Cruz,117,1114,7,7-1/2,3,5,11,NA,1.11.32,25,NA,NA,2016-148
12,11,LITTERATEUR,V183,H W Lai,R Gibson,120,1111,9,14,11,12,12,NA,1.12.36,99,NA,NA,2016-148
1,9,SWEET BEAN,S205,J Moreira,C Fownes,122,1015,7,-,11,10,9,6,1.51.24,3.8,1,NA,2016-140
2,11,HIGH SPEED METRO,P293,S de Sousa,L Ho,115,1162,9,2,9,11,11,9,1.51.56,7.8,2,NA,2016-140
3,4,CHOICE EXCHEQUER,P088,C Schofield,C H Yip,128,1201,1,3,3,3,3,3,1.51.72,4.4,3,NA,2016-140
4,3,MALAYAN PEARL,N416,K K Chiong,D Cruz,125,1160,8,3-1/4,1,1,1,1,1.51.75,18,4,NA,2016-140
5,2,ISLAND FLYER,S423,N Callan,P F Yiu,132,1092,5,6,6,4,4,2,1.52.19,6.1,5,NA,2016-140
6,1,BEST JADE TRIUMPH,P070,B Prebble,A Lee,133,1018,12,6-1/4,12,12,12,10,1.52.22,16,6,NA,2016-140
7,12,RACINGFORPLEASURE,T231,H W Lai,K W Lui,115,976,2,6-3/4,8,7,6,4,1.52.32,99,7,NA,2016-140
8,10,PRECIOUS GEM,S097,C Y Ho,T K Ng,117,1111,10,6-3/4,7,8,10,12,1.52.33,25,8,NA,2016-140
9,5,HOLY STAR,T068,H N Wong,D J Hall,107,1025,6,7-1/4,2,2,2,5,1.52.42,19,9,NA,2016-140
10,6,MI SAVVY BOY,S381,K Teetan,A T Millard,128,1104,3,8-1/2,5,5,5,7,1.52.59,26,10,NA,2016-140
11,7,GLAMOROUS RYDER,S007,S Clipperton,P O'Sullivan,125,1090,4,9-3/4,10,9,8,8,1.52.80,11,11,NA,2016-140
12,8,MY FOLKS,T323,N Rawiller,C W Chang,125,1167,11,53-3/4,4,6,7,11,1.59.83,10,12,NA,2016-140
WV,NA,FRANCE VALOUR,S408,Z Purton,T P Yung,128,-,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-140
1,6,LAMAROSA,V093,Z Purton,P O'Sullivan,122,1207,5,-,4,5,1,NA,1.10.76,4.8,NA,NA,2016-141
2,8,CHOICE TREASURE,N436,K K Chiong,C H Yip,113,1128,4,1-1/4,11,11,2,NA,1.10.95,42,NA,NA,2016-141
3,9,SILVER SPUN,V413,K Teetan,Y S Tsui,120,1188,3,1-1/4,8,8,3,NA,1.10.97,13,NA,NA,2016-141
4,7,RAINBOW FIGHTER,N193,O Doleuze,D Cruz,122,1084,7,1-3/4,7,6,4,NA,1.11.05,32,NA,NA,2016-141
5,1,THE SUPREME,V370,H N Wong,L Ho,122,1148,6,2-3/4,10,10,5,NA,1.11.21,58,NA,NA,2016-141
6,11,RAGING BULL,S370,J Moreira,J Size,118,1140,11,3-1/4,6,9,6,NA,1.11.27,7.1,NA,NA,2016-141
7,5,GRACE HEART,S399,O Bosson,C Fownes,123,989,8,3-1/4,1,1,7,NA,1.11.27,13,NA,NA,2016-141
8,3,CHEVALIER STAR,T167,S Clipperton,J Moore,127,1254,9,3-1/2,2,2,8,NA,1.11.31,5.3,NA,NA,2016-141
9,4,TRAVEL SUCCESSOR,V121,N Callan,W Y So,124,1112,2,5,5,4,9,NA,1.11.55,11,NA,NA,2016-141
10,10,PENANG HALL,T062,C Schofield,D J Hall,118,1232,1,5,9,7,10,NA,1.11.55,10,NA,NA,2016-141
11,12,WONDERFUL JOURNEY,T402,S de Sousa,P F Yiu,118,1114,12,5,3,3,11,NA,1.11.56,4.2,NA,NA,2016-141
12,2,BLAZE STAMINA,V070,C Y Ho,A S Cruz,126,1087,10,29,12,12,12,NA,1.15.40,27,NA,NA,2016-141
1,5,SUNNY WIN,V254,H N Wong,L Ho,122,1216,12,-,2,2,1,1,1.42.41,13,NA,NA,2016-142
2,2,LANSBURY,T164,J Moreira,D J Hall,133,1156,6,2-1/4,7,7,7,2,1.42.75,2.6,NA,NA,2016-142
3,7,WORKS OF ART,V212,C Y Ho,J Size,121,1115,11,2-1/2,5,5,5,3,1.42.81,73,NA,NA,2016-142
4,6,GRACEFUL KINGDOM,P145,C Schofield,P F Yiu,124,1204,9,2-3/4,3,4,3,4,1.42.85,10,NA,NA,2016-142
5,1,ASHKIYR,P151,S Clipperton,J Moore,133,1077,7,4-1/4,9,9,9,5,1.43.10,16,NA,NA,2016-142
6,10,SUM WIN DRAGON,S148,H W Lai,A Lee,119,1120,8,4-1/4,10,11,11,6,1.43.11,8.7,NA,NA,2016-142
7,9,SPEEDY WALLY,T002,S de Sousa,C Fownes,119,1096,10,5,12,12,12,7,1.43.23,7.5,NA,NA,2016-142
8,12,SIR JOHN,P344,K K Chiong,W Y So,111,1168,1,7-1/4,1,1,2,8,1.43.58,19,NA,NA,2016-142
9,4,HOUSE OF LUCK,S127,B Prebble,K W Lui,129,1115,4,7-1/2,6,6,6,9,1.43.62,8.1,NA,NA,2016-142
10 DH,3,WILD BOY,S028,Z Purton,T P Yung,130,1197,2,7-3/4,8,8,8,10,1.43.66,10,NA,NA,2016-142
10 DH,11,HOLY UNICORN,V179,K Teetan,A S Cruz,118,1033,5,7-3/4,4,3,4,10,1.43.66,79,NA,NA,2016-142
12,8,JOY PLUS FUN,V163,O Doleuze,D Cruz,121,1094,3,9-1/2,11,10,10,12,1.43.92,15,NA,NA,2016-142
1,8,KIROV,S277,B Prebble,D J Hall,121,1234,6,-,6,7,1,NA,1.11.30,6.2,NA,NA,2016-143
2,4,AMAZING FEELING,V031,J Moreira,R Gibson,129,1133,11,1,12,10,2,NA,1.11.45,4.1,NA,NA,2016-143
3,10,ROBUST MOMENTUM,P422,O Doleuze,C Fownes,119,1227,9,1-1/2,8,5,3,NA,1.11.52,18,NA,NA,2016-143
4,3,COUR VALANT,P190,N Callan,D Cruz,130,1039,10,2,2,2,4,NA,1.11.60,13,NA,NA,2016-143
5,2,BEAR CHUM,V203,N Rawiller,D E Ferraris,131,1221,5,2-3/4,7,8,5,NA,1.11.72,8,NA,NA,2016-143
6,6,QUANTUM DASH,V097,O Bosson,P O'Sullivan,125,1087,7,2-3/4,10,11,6,NA,1.11.74,21,NA,NA,2016-143
7,9,SIGHT SEEING,S291,Z Purton,W Y So,121,1102,2,3-3/4,4,6,7,NA,1.11.90,6,NA,NA,2016-143
8,7,PACKING GO GO,T110,H W Lai,L Ho,124,1077,1,4,3,4,8,NA,1.11.92,21,NA,NA,2016-143
9,1,DIAMOND MYSTERIOUS,S426,K K Chiong,K W Lui,126,1114,12,4-1/2,11,12,9,NA,1.12.00,50,NA,NA,2016-143
10,12,POWER DRAGON,V129,S de Sousa,C H Yip,116,1164,4,4-3/4,5,1,10,NA,1.12.05,12,NA,NA,2016-143
11,5,SMILING GLORY,V231,C Schofield,K L Man,129,1174,3,6-1/2,1,3,11,NA,1.12.33,6,NA,NA,2016-143
12,11,OCTAL LUCK,T205,K Teetan,A Lee,116,1271,8,7,9,9,12,NA,1.12.42,31,NA,NA,2016-143
1,6,RAPID TRIUMPH,S438,O Bosson,T P Yung,125,1053,5,-,6,5,3,1,1.42.36,17,NA,NA,2016-144
2,9,GIANT TURTLE,T391,K Teetan,A T Millard,122,1018,3,3/4,5,6,7,2,1.42.47,6.1,NA,NA,2016-144
3,2,SUPER SPRINTER,V105,J Moreira,C S Shum,129,1037,10,1,4,4,5,3,1.42.52,3.9,NA,NA,2016-144
4,1,GOOD CHOICE,P423,Z Purton,C H Yip,133,1013,6,1-1/2,7,8,8,4,1.42.61,20,NA,NA,2016-144
5,12,WEALTHY FORTUNE,P324,K K Chiong,K L Man,111,1024,2,1-1/2,8,7,6,5,1.42.62,33,NA,NA,2016-144
6,8,FINE ROCK,S317,C Y Ho,C Fownes,121,1065,4,1-3/4,1,1,1,6,1.42.64,8,NA,NA,2016-144
7,5,GREAT JOY,T338,S Clipperton,D J Hall,126,1022,9,2-1/2,12,12,11,7,1.42.75,7.8,NA,NA,2016-144
8,11,SUPER SWEET ORANGE,V058,S de Sousa,D E Ferraris,118,1246,7,3-1/4,10,9,9,8,1.42.87,6.6,NA,NA,2016-144
9,10,RED PEONY,T014,C Schofield,Y S Tsui,120,1111,1,3-1/2,3,3,2,9,1.42.93,13,NA,NA,2016-144
10,7,PEARL FURU,T431,N Rawiller,P O'Sullivan,124,1192,8,4-1/2,9,10,10,10,1.43.08,7.3,NA,NA,2016-144
11,3,OSCAR MIRACLE,P431,B Prebble,P F Yiu,127,1118,11,12,11,11,12,11,1.44.30,25,NA,NA,2016-144
12,4,ELEGANT TAPESTRY,V383,O Doleuze,C W Chang,126,1152,12,23-3/4,2,2,4,12,1.46.17,99,NA,NA,2016-144
1,3,PRECISION KING,P134,N Rawiller,T P Yung,128,1158,7,-,1,1,1,1,1.41.89,24,NA,NA,2016-145
2,1,CHEEKY TOO,T152,Z Purton,J Moore,127,1156,6,N,3,3,3,2,1.41.96,6.9,NA,NA,2016-145
3,7,PIKACHU,S298,J Moreira,D E Ferraris,122,1145,9,1/2,10,9,9,3,1.41.97,2.4,NA,NA,2016-145
4,4,LITTLE DRAGON,S264,S de Sousa,P F Yiu,124,1068,4,1-1/4,4,4,4,4,1.42.11,14,NA,NA,2016-145
5,6,TRAVEL FIRST,T098,K K Chiong,C H Yip,116,1195,8,1-1/2,2,2,2,5,1.42.13,63,NA,NA,2016-145
6,5,ULTIMATE GLORY,S235,H W Lai,K L Man,124,1219,1,2,6,5,5,6,1.42.19,6.8,NA,NA,2016-145
7,12,JOYFUL MOMENTS,T134,K Teetan,R Gibson,118,1098,2,2-1/4,8,7,7,7,1.42.23,11,NA,NA,2016-145
8,9,SUPEROI,T017,S Clipperton,D Cruz,121,1078,3,3,5,6,6,8,1.42.36,10,NA,NA,2016-145
9,2,HIGH AND MIGHTY,S362,B Prebble,W Y So,127,1130,5,4-3/4,7,8,8,9,1.42.66,13,NA,NA,2016-145
10,8,LAND GRANT,V131,C Schofield,C S Shum,121,1127,10,6-1/2,9,10,10,10,1.42.94,11,NA,NA,2016-145
11,10,WINSTON'S LAD,T348,C Y Ho,K W Lui,119,1090,12,7-1/2,11,11,11,11,1.43.09,35,NA,NA,2016-145
12,11,PACKING GENIUS,V174,H N Wong,L Ho,113,992,11,9-1/2,12,12,12,12,1.43.42,99,NA,NA,2016-145
WV,NA,PHOTON WILLIE,S199,N Rawiller,P O'Sullivan,127,1118,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-145
1,5,MOLLY'S JADE STAR,T216,K K Chiong,P F Yiu,118,1198,9,-,2,3,1,NA,1.10.80,6.5,NA,NA,2016-146
2,6,APACHE SPIRIT,T095,Z Purton,C Fownes,124,1081,5,1-1/2,8,6,2,NA,1.11.05,5.9,NA,NA,2016-146
3,1,HAPPY BAO BEI,S172,S de Sousa,Y S Tsui,130,1151,1,1-3/4,5,4,3,NA,1.11.09,7.3,NA,NA,2016-146
4,12,RIGHT CALL,V024,K Teetan,J Size,118,1115,3,2-1/4,4,5,4,NA,1.11.16,33,NA,NA,2016-146
