finishing_position,horse_number,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,length_behind_winner,running_position_1,running_position_2,running_position_3,running_position_4,finish_time,win_odds,running_position_5,running_position_6,race_id
6,1,TERRIFIC MASTER,P436,N Callan,C W Chang,133,1183,2,2-3/4,7,9,9,6,1.35.73,17,NA,NA,2016-272
7,8,HIT A HOME RUN,N248,O Murphy,D J Hall,124,1105,4,3-1/2,11,10,8,7,1.35.83,30,NA,NA,2016-272
8,4,BONITO,V319,K Teetan,L Ho,126,1144,12,4,10,6,4,8,1.35.92,99,NA,NA,2016-272
9,9,BEST REWARD,V189,K C Leung,W Y So,120,1114,9,4-1/2,13,13,10,9,1.36.00,43,NA,NA,2016-272
10,10,SPEEDY WALLY,T002,C Y Ho,C Fownes,116,1105,13,5-1/2,14,14,14,10,1.36.16,90,NA,NA,2016-272
11,11,BEST EFFORT,T220,M L Yeung,A Lee,114,1010,14,5-1/2,2,4,5,11,1.36.16,30,NA,NA,2016-272
12,12,DASHING SUPER,N348,H W Lai,Y S Tsui,116,1172,7,19-1/2,1,2,3,12,1.38.38,99,NA,NA,2016-272
13,5,FRUITFUL LIFE,V346,S Clipperton,P O'Sullivan,126,1195,8,20-1/2,5,8,12,13,1.38.54,99,NA,NA,2016-272
14,6,GOBI STORM,A101,M Chadwick,A S Cruz,126,1080,3,21-1/4,9,11,11,14,1.38.70,20,NA,NA,2016-272
1,4,REGENCY BO BO,A050,N Callan,A S Cruz,131,1108,13,-,6,2,2,1,1.22.84,4.1,NA,NA,2016-273
2,11,GOOD METHOD,S218,K C Leung,C S Shum,120,1060,9,HD,1,1,1,2,1.22.87,27,NA,NA,2016-273
3,9,EVEREST,V296,B Prebble,W Y So,122,1127,3,HD,4,6,6,3,1.22.87,3.5,NA,NA,2016-273
4,10,GOOD FOR YOU,T265,A Badel,Y S Tsui,122,1020,2,N,8,9,7,4,1.22.89,15,NA,NA,2016-273
5,2,METALLIC STAR,N309,C Williams,C H Yip,132,1021,4,1-1/4,3,4,3,5,1.23.04,7.9,NA,NA,2016-273
6,12,DASHING DART,V038,O Murphy,P O'Sullivan,118,1223,5,1-1/2,12,12,10,6,1.23.06,78,NA,NA,2016-273
7,1,MAGNETISM,V114,D Whyte,D E Ferraris,133,1129,10,1-1/2,9,10,11,7,1.23.07,6.6,NA,NA,2016-273
8,8,UNBEATABLE GUTS,S231,K K Chiong,L Ho,118,1093,1,1-3/4,2,3,5,8,1.23.13,34,NA,NA,2016-273
9,13,HAPPY WAY WINNER,V224,N Juglall,K W Lui,116,1057,8,4-1/4,7,8,8,9,1.23.50,99,NA,NA,2016-273
10,6,SPICY KAKA,V323,J Moreira,J Moore,128,1166,7,4-1/4,10,11,9,10,1.23.53,7,NA,NA,2016-273
11,5,MASTER STEED,T320,C Y Ho,C Fownes,126,1146,11,4-1/2,13,13,13,11,1.23.58,16,NA,NA,2016-273
12,3,BOLSHOI BALLET,V226,S Clipperton,D J Hall,131,1069,12,4-3/4,5,5,4,12,1.23.61,30,NA,NA,2016-273
13,7,GLACIER BLUE,P062,M Chadwick,R Gibson,124,1125,6,10,14,14,14,13,1.24.43,87,NA,NA,2016-273
14,14,FURIOUS PEGASUS,S441,H W Lai,T K Ng,115,1043,14,10-3/4,11,7,12,14,1.24.54,83,NA,NA,2016-273
1,1,HAMMER KING,V034,K C Leung,P F Yiu,129,1194,8,-,5,4,1,NA,1.09.48,14,NA,NA,2016-274
2,12,RACING MATE,S216,A Badel,W Y So,114,999,3,HD,10,6,2,NA,1.09.52,38,NA,NA,2016-274
3,2,CONVINCIBLE,T399,B Prebble,K W Lui,132,1140,2,2,7,8,3,NA,1.09.82,5.9,NA,NA,2016-274
4,8,LUCKY GUY,T349,K Teetan,C H Yip,120,1206,6,2-1/2,8,9,4,NA,1.09.90,4.5,NA,NA,2016-274
5,5,TOP SCORE,V357,C Williams,P O'Sullivan,125,1130,11,2-3/4,11,10,5,NA,1.09.93,8.7,NA,NA,2016-274
6,4,BLAZE STAMINA,V070,N Callan,A S Cruz,126,1091,9,5,6,7,6,NA,1.10.26,42,NA,NA,2016-274
7,9,ORIONIDS,V355,J Moreira,C S Shum,116,1267,4,5,4,5,7,NA,1.10.27,2.4,NA,NA,2016-274
8,10,GRACE HEART,S399,M Chadwick,C Fownes,114,968,1,6,3,2,8,NA,1.10.43,64,NA,NA,2016-274
9,7,DIGITAL GENERATION,T424,O Murphy,C W Chang,121,1053,5,7-1/2,12,12,9,NA,1.10.70,99,NA,NA,2016-274
10,3,LANG TAI SING,S280,O Doleuze,K L Man,127,1080,12,8,9,11,10,NA,1.10.75,19,NA,NA,2016-274
11,11,OCEAN ROAR,N317,M L Yeung,A Lee,112,1194,7,8-1/4,1,1,11,NA,1.10.79,99,NA,NA,2016-274
12,6,KING MORTAR,A097,S Clipperton,J Moore,124,1112,10,10,2,3,12,NA,1.11.07,9.8,NA,NA,2016-274
WV,NA,CITY WINNER,V311,C Y Ho,Y S Tsui,131,981,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-274
1,1,BAD BOY,V251,S Clipperton,J Moore,133,1231,12,-,1,1,1,NA,0.55.93,2.5,NA,NA,2016-275
2,2,MY LITTLE FRIEND,S010,O Doleuze,T P Yung,131,1216,8,2-3/4,9,6,2,NA,0.56.36,16,NA,NA,2016-275
3,12,MOST BEAUTIFUL,A022,K Teetan,C S Shum,117,1140,9,5-1/2,5,3,3,NA,0.56.78,13,NA,NA,2016-275
4,9,SO FAST,S419,D Whyte,W Y So,119,1090,11,5-1/2,4,4,4,NA,0.56.78,9.5,NA,NA,2016-275
5,3,ADVENTURER,V066,J Moreira,Y S Tsui,128,1089,5,5-1/2,2,2,5,NA,0.56.80,2.7,NA,NA,2016-275
6,4,ARCHIPPUS,P361,M L Yeung,P O'Sullivan,126,1211,3,5-3/4,10,9,6,NA,0.56.83,17,NA,NA,2016-275
7,11,HIGH FIVE,T200,A Badel,A T Millard,117,1093,4,6,8,10,7,NA,0.56.88,49,NA,NA,2016-275
8,5,ACCEPTED,T291,C Y Ho,C Fownes,124,1098,10,7-1/4,7,7,8,NA,0.57.10,31,NA,NA,2016-275
9,8,TRIUMPHANT JEWEL,P310,O Murphy,D Cruz,120,1130,7,7-1/2,6,8,9,NA,0.57.14,67,NA,NA,2016-275
10,10,FOREVER RED,T365,M Chadwick,J Size,117,1132,6,8-1/2,3,5,10,NA,0.57.30,20,NA,NA,2016-275
11,6,LUCKY EVER,T293,K C Leung,C S Shum,124,1176,1,11,11,11,11,NA,0.57.69,60,NA,NA,2016-275
12,7,SANGRIA,A065,N Juglall,D E Ferraris,121,1056,2,13-1/2,12,12,12,NA,0.58.08,53,NA,NA,2016-275
1,1,JOLLY JOLLY,T087,S Clipperton,P O'Sullivan,133,1209,10,-,2,1,1,1,1.21.88,5.4,NA,NA,2016-276
2,9,BRING IT ON,V407,C Y Ho,C H Yip,122,1163,2,1-1/4,11,9,10,2,1.22.07,65,NA,NA,2016-276
3,11,ROUNDABOUT,T352,B Prebble,W Y So,122,1106,5,1-1/2,9,10,9,3,1.22.13,4.2,NA,NA,2016-276
4 DH,4,BIG BANG BONG,V186,J Moreira,J Size,128,1066,3,2,3,3,3,4,1.22.20,4.6,NA,NA,2016-276
4 DH,7,BEAUTY KINGDOM,T189,K K Chiong,A S Cruz,121,1095,11,2,7,4,4,4,1.22.20,3.5,NA,NA,2016-276
6,6,AGREE,A116,D Whyte,J Moore,127,1214,1,2-1/2,6,6,6,6,1.22.27,19,NA,NA,2016-276
7,13,KA YING KID,P189,O Murphy,T P Yung,119,1086,14,2-1/2,13,12,11,7,1.22.28,22,NA,NA,2016-276
8,14,SILVERFIELD,S106,N Juglall,T K Ng,117,1059,7,3,5,7,8,8,1.22.36,37,NA,NA,2016-276
9,5,VICTORY DAY,V079,M L Yeung,A Lee,126,1141,9,3-1/4,8,8,7,9,1.22.40,16,NA,NA,2016-276
10,3,TANG FLEMING,A067,N Callan,C S Shum,129,1162,12,3-3/4,4,2,2,10,1.22.49,13,NA,NA,2016-276
11,8,ASSOCIATION FANS,V207,O Doleuze,C W Chang,125,1141,13,7,14,14,14,11,1.22.98,99,NA,NA,2016-276
12,10,LE PANACHE,V369,A Badel,K W Lui,122,1099,4,9-3/4,10,11,13,12,1.23.45,99,NA,NA,2016-276
13,2,SILLY BUDDIES,S054,K C Ng,K L Man,125,1092,8,10-1/4,1,5,5,13,1.23.53,99,NA,NA,2016-276
14,12,CAPE THE FAITH,V349,K Teetan,C Fownes,121,1047,6,16-1/2,12,13,12,14,1.24.52,99,NA,NA,2016-276
1,4,ACCLAIMED LIGHT,T369,N Callan,P O'Sullivan,130,1017,9,-,9,8,6,1,1.40.02,8.6,NA,NA,2016-278
2,11,AGIAAL,N177,M L Yeung,A Lee,113,1081,7,SH,11,12,12,2,1.40.04,16,NA,NA,2016-278
3,5,SUPER FORM,T232,J Moreira,A T Millard,130,1110,4,SH,6,7,5,3,1.40.04,2.6,NA,NA,2016-278
4,3,EXCEL ONESELF,P287,C Y Ho,Y S Tsui,129,1150,12,N,1,1,1,4,1.40.07,79,NA,NA,2016-278
5,6,GOOD CHOICE AHEAD,V329,K C Leung,L Ho,126,1078,8,1-3/4,10,11,8,5,1.40.30,63,NA,NA,2016-278
6,2,METALLIC STAR,N309,K C Ng,C H Yip,127,1003,2,2,3,3,3,6,1.40.33,13,NA,NA,2016-278
7,10,REWARDING FLYER,T401,S Clipperton,J Moore,119,1040,1,4,5,5,7,7,1.40.67,3.7,NA,NA,2016-278
8,1,LITTLE FANTASY,T298,O Doleuze,K L Man,133,1199,3,4-1/2,7,9,9,8,1.40.75,15,NA,NA,2016-278
9,7,SALSA BROTHERS,V022,O Murphy,C S Shum,127,1107,6,6-1/2,2,2,2,9,1.41.08,15,NA,NA,2016-278
10,8,BEST TANGO,S121,B Prebble,W Y So,126,1056,11,7-1/2,12,10,11,10,1.41.20,17,NA,NA,2016-278
11,9,OSCAR MIRACLE,P431,A Badel,P F Yiu,122,1118,10,9-3/4,4,4,4,11,1.41.57,26,NA,NA,2016-278
12,12,INVISIBLE,T418,S de Sousa,C Fownes,115,1129,5,11-3/4,8,6,10,12,1.41.88,15,NA,NA,2016-278
1,1,EXCELLENCE,T314,Z Purton,A Lee,133,1038,4,-,8,8,6,1,1.40.43,4.2,NA,NA,2016-279
2,9,DASHING FORTUNE,P046,N Callan,D E Ferraris,124,1136,2,1-1/2,6,6,3,2,1.40.68,18,NA,NA,2016-279
3,2,GLORY STAR,T336,O Murphy,C S Shum,132,1116,11,4,5,4,5,3,1.41.08,20,NA,NA,2016-279
4,3,DOUBLE POINT,S246,S Clipperton,C Fownes,131,1038,5,5,10,9,10,4,1.41.24,28,NA,NA,2016-279
5,10,ATOMIC BLAST,T203,S de Sousa,A T Millard,119,1020,10,5-1/4,9,10,11,5,1.41.28,16,NA,NA,2016-279
6,4,MALAYAN PEARL,N416,K K Chiong,D Cruz,126,1169,3,5-1/2,2,3,4,6,1.41.32,13,NA,NA,2016-279
7,12,FRESH AND FRESH,P407,M Chadwick,L Ho,113,1069,7,6,3,1,1,7,1.41.38,18,NA,NA,2016-279
8,7,FAITHFUL BOY,T089,J Moreira,Y S Tsui,129,1098,6,6,4,5,7,8,1.41.38,4,NA,NA,2016-279
9,5,YOURTHEWONFORME,T258,K C Leung,T K Ng,128,1132,1,6-1/2,1,2,2,9,1.41.48,7.4,NA,NA,2016-279
10,11,VIVACIOUS WINNER,V061,C Williams,D Cruz,116,1186,9,6-3/4,11,11,9,10,1.41.51,9.1,NA,NA,2016-279
11,6,DUTCH WINDMILL,T288,O Doleuze,C W Chang,129,1039,8,7-1/4,7,7,8,11,1.41.59,7.1,NA,NA,2016-279
12,8,MAGIC STAR,T266,A Badel,P O'Sullivan,126,1157,12,7-1/2,12,12,12,12,1.41.64,69,NA,NA,2016-279
1,5,WILD BOY,S028,K C Leung,T P Yung,126,1216,9,-,2,4,1,NA,1.10.46,19,NA,NA,2016-280
2,4,NEVER BETTER,T140,J Moreira,P O'Sullivan,129,1176,4,N,8,9,2,NA,1.10.50,2.2,NA,NA,2016-280
3,10,CONFUCIUS SPIRIT,S329,C Williams,D E Ferraris,119,1072,6,1-1/4,6,6,3,NA,1.10.65,10,NA,NA,2016-280
4,7,POWERMAX,A009,O Doleuze,R Gibson,125,1127,12,1-1/2,9,8,4,NA,1.10.69,9.8,NA,NA,2016-280
5,11,UNIQUE JOYFUL,S241,S de Sousa,A Lee,118,1167,8,1-3/4,3,2,5,NA,1.10.74,10,NA,NA,2016-280
6,2,GENEROUS BOBO,S096,Z Purton,C H Yip,132,1141,3,2-1/2,4,5,6,NA,1.10.87,4,NA,NA,2016-280
7,6,CONTRIBUTION,A146,M Chadwick,A S Cruz,125,1160,11,3-1/2,10,10,7,NA,1.11.03,37,NA,NA,2016-280
8,12,RICHCITY FORTUNE,V088,K K Chiong,J Moore,110,1136,10,4-1/4,5,1,8,NA,1.11.12,10,NA,NA,2016-280
9,1,SEE ME NOW,V171,H W Lai,K W Lui,133,945,1,6-1/2,7,7,9,NA,1.11.50,96,NA,NA,2016-280
10,8,SUPER EURO STAR,V313,M L Yeung,C W Chang,122,1073,5,6-3/4,12,12,10,NA,1.11.52,99,NA,NA,2016-280
11,3,GOOD MATE,T154,K C Ng,T K Ng,125,1005,2,13,11,11,11,NA,1.12.56,99,NA,NA,2016-280
12,9,ELECTRONIC EMPIRE,V262,N Callan,K L Man,123,1106,7,44-1/2,1,3,12,NA,1.17.59,50,NA,NA,2016-280
1,8,YO-YO DA,S104,O Murphy,W Y So,124,1143,8,-,1,1,1,NA,1.10.88,9.9,NA,NA,2016-281
2,2,PAKISTAN BABY,S442,S de Sousa,A S Cruz,132,1021,10,1,6,6,2,NA,1.11.03,8.8,NA,NA,2016-281
3,1,SPEEDY ACHIEVER,V021,J Moreira,A T Millard,133,1216,4,1,7,8,3,NA,1.11.03,2.1,NA,NA,2016-281
4,4,AMAZING FEELING,V031,K C Leung,R Gibson,128,1120,2,1-1/4,2,2,4,NA,1.11.04,7.2,NA,NA,2016-281
5,6,GOOD COMPANION,A052,S Clipperton,D Cruz,125,1052,11,2-1/2,4,4,5,NA,1.11.27,28,NA,NA,2016-281
6,10,STARLIGHT,V273,Z Purton,C H Yip,123,1051,6,2-1/2,10,11,6,NA,1.11.29,17,NA,NA,2016-281
7,11,FORZA AVANTI,V090,C Y Ho,Y S Tsui,116,1096,12,3-1/2,9,9,7,NA,1.11.44,17,NA,NA,2016-281
8,7,GREAT WISDOM,V084,A Badel,K L Man,124,1078,3,4-1/2,5,5,8,NA,1.11.60,99,NA,NA,2016-281
9,5,LOVE CHUNGHWA,T207,B Prebble,T P Yung,126,1152,9,4-3/4,11,12,9,NA,1.11.62,10,NA,NA,2016-281
10,9,HELLO KIMBERLEY,P205,K C Ng,T K Ng,118,1027,1,5,3,3,10,NA,1.11.66,95,NA,NA,2016-281
11,3,GLENEALY PRIZE,T181,N Callan,P O'Sullivan,131,1270,5,6,8,7,11,NA,1.11.83,10,NA,NA,2016-281
12,12,ROYAL SPIRIT,T257,M Chadwick,C W Chang,113,1044,7,7-3/4,12,10,12,NA,1.12.13,81,NA,NA,2016-281
1,1,SUPER SPRINTER,V105,J Moreira,C S Shum,133,1047,8,-,8,8,6,1,1.40.43,6.6,NA,NA,2016-282
2,9,HAPPY AND HEALTHY,T056,O Murphy,D J Hall,124,1091,3,3/4,5,5,3,2,1.40.58,14,NA,NA,2016-282
3,10,TRAVEL AMBASSADOR,T113,C Williams,W Y So,124,1119,12,1-1/2,9,9,9,3,1.40.70,6.9,NA,NA,2016-282
4,3,WORKS OF ART,V212,C Y Ho,J Size,129,1114,2,2-3/4,2,1,1,4,1.40.87,2.3,NA,NA,2016-282
5,8,VICTORY MASTER,M148,K C Leung,A Lee,123,1149,7,3-1/2,1,2,2,5,1.40.99,33,NA,NA,2016-282
6,11,EXPECTATOR,N284,N Callan,L Ho,121,1058,10,4,10,10,10,6,1.41.06,18,NA,NA,2016-282
7,5,PO CHING TREASURE,S388,O Doleuze,C Fownes,127,1063,1,4-1/4,3,4,4,7,1.41.13,6.2,NA,NA,2016-282
8,6,SUPER CLAN,V185,S de Sousa,A T Millard,127,1064,4,4-1/2,11,12,11,8,1.41.16,8.7,NA,NA,2016-282
9,2,ACTUARIAT,V215,S Clipperton,P O'Sullivan,132,1160,11,8,6,6,7,9,1.41.73,73,NA,NA,2016-282
10,12,FLYING PROSPERITY,V159,N Juglall,D E Ferraris,114,1152,6,11-1/4,7,7,8,10,1.42.21,99,NA,NA,2016-282
11,4,KITAYA,S187,M Chadwick,Y S Tsui,129,1073,9,14-1/2,4,3,5,11,1.42.75,39,NA,NA,2016-282
12,7,GLORIOUS SUN,T310,H W Lai,C W Chang,125,1128,5,23-1/2,12,11,12,12,1.44.20,99,NA,NA,2016-282
1,7,SHARP SAILOR,V188,N Callan,C S Shum,124,1026,12,-,11,11,11,6,2.16.89,15,1,1,2016-283
2,1,PRAWN BABA,A002,Z Purton,J Size,132,1088,4,3/4,2,6,6,7,2.17.00,3.7,2,2,2016-283
3,10,VICTORY BOYS,S355,B Prebble,D J Hall,121,1191,1,4,4,5,5,5,2.17.52,3.1,8,3,2016-283
4,4,HAPPY CONTENDER,T363,O Doleuze,R Gibson,125,1150,5,4-3/4,5,7,8,9,2.17.66,12,9,4,2016-283
5,8,LOTUS STRIKES BACK,T145,J Moreira,J Moore,123,1035,7,5-1/4,8,9,10,12,2.17.72,10,12,5,2016-283
6,3,JOLLY GENE,T146,M Chadwick,A S Cruz,128,1097,9,6,6,3,1,1,2.17.84,11,3,6,2016-283
7,2,FULL GLORY,T092,K C Ng,A S Cruz,117,1066,2,6-1/2,1,1,3,3,2.17.92,15,7,7,2016-283
8,11,ALLCASH,T195,S de Sousa,A T Millard,120,1178,10,6-1/2,9,4,2,2,2.17.92,8.6,4,8,2016-283
9,6,PREMIUM CHAMPION,T187,N Juglall,C Fownes,124,1094,3,7,7,8,7,8,2.18.02,93,10,9,2016-283
10,12,UNIQUE JOYOUS,S244,H W Lai,K L Man,118,1172,11,7-3/4,10,10,9,11,2.18.13,99,11,10,2016-283
11,5,HO HO FEEL,T029,C Williams,C H Yip,124,1162,8,9,3,2,4,4,2.18.32,11,5,11,2016-283
12,9,VANILLA,P439,A Badel,C Fownes,121,1101,6,10-1/4,12,12,12,10,2.18.55,79,6,12,2016-283
WV,NA,REDWOOD BABY,P358,O Murphy,C S Shum,129,1032,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-283
1,5,WONDERFUL JOURNEY,T402,K K Chiong,P F Yiu,124,1132,10,-,2,2,1,NA,1.09.81,5.7,NA,NA,2016-284
2,7,LAMAROSA,V093,C Williams,P O'Sullivan,127,1206,11,SH,10,10,2,NA,1.09.82,17,NA,NA,2016-284
3,9,GIANT STARS,T218,A Badel,K W Lui,118,985,4,SH,11,11,3,NA,1.09.84,39,NA,NA,2016-284
4,10,SHARP HUNTER,P097,S de Sousa,D E Ferraris,117,1124,3,1/2,8,7,4,NA,1.09.89,8.7,NA,NA,2016-284
5,4,EXTREMELY FUN,T024,H W Lai,L Ho,129,1202,9,1,4,4,5,NA,1.09.96,27,NA,NA,2016-284
6,11,THOR THE GREATEST,P396,N Juglall,T P Yung,116,1187,5,1,1,1,6,NA,1.09.99,22,NA,NA,2016-284
7,12,I'M A WITNESS,T405,K C Ng,A S Cruz,110,1101,12,1-1/2,3,3,7,NA,1.10.06,17,NA,NA,2016-284
8,2,GREEN CARD,V126,J Moreira,J Moore,131,1163,1,2-1/4,7,8,8,NA,1.10.16,2.2,NA,NA,2016-284
9,6,CHARITY GLORY,T302,K C Leung,C S Shum,126,1175,6,2-3/4,6,5,9,NA,1.10.24,9.3,NA,NA,2016-284
10,3,HAPPY YEAH YEAH,M085,M L Yeung,A Lee,129,1182,2,3-1/2,5,6,10,NA,1.10.37,21,NA,NA,2016-284
11,8,APACHE SPIRIT,T095,N Callan,C Fownes,122,1076,7,6,9,9,11,NA,1.10.77,11,NA,NA,2016-284
12,1,HINYUEN SWIFTNESS,V250,O Murphy,C H Yip,133,1154,8,7-1/2,12,12,12,NA,1.11.01,85,NA,NA,2016-284
1,2,COUNTRY MELODY,T011,B Prebble,J Size,126,1095,1,-,7,4,1,NA,1.09.51,5.2,NA,NA,2016-285
2,12,SUPER TURBO,V310,J Moreira,D J Hall,116,1025,11,N,10,8,2,NA,1.09.55,3.5,NA,NA,2016-285
3,8,VERBINSKY,V052,N Callan,A S Cruz,121,1064,5,1/2,8,7,3,NA,1.09.61,4.8,NA,NA,2016-285
4,9,BACK IN BLACK,T358,C Williams,P O'Sullivan,119,1076,8,1,11,10,4,NA,1.09.67,16,NA,NA,2016-285
5,3,GOLDEN HARVEST,N236,O Murphy,A T Millard,125,1201,10,1-3/4,12,12,5,NA,1.09.78,39,NA,NA,2016-285
6,4,CHARITY JOY,P278,K C Leung,C S Shum,120,1134,4,2,1,2,6,NA,1.09.85,16,NA,NA,2016-285
7,1,MOLLY'S JADE STAR,T216,C Y Ho,P F Yiu,118,1202,12,3-1/4,9,11,7,NA,1.10.02,6.9,NA,NA,2016-285
8,10,FLYING TOURBILLON,T051,M L Yeung,P F Yiu,117,1115,6,3-1/2,5,9,8,NA,1.10.09,12,NA,NA,2016-285
9,6,PERPETUAL TREASURE,S191,N Juglall,T P Yung,121,1146,3,3-3/4,6,5,9,NA,1.10.11,87,NA,NA,2016-285
10,7,TEAM FORTUNE,T306,S de Sousa,W Y So,121,1154,9,4-1/2,4,3,10,NA,1.10.21,17,NA,NA,2016-285
11,5,DRAGON GENERAL,T400,K K Chiong,Y S Tsui,116,1107,7,5-1/4,3,6,11,NA,1.10.36,16,NA,NA,2016-285
12,11,HAPPY METEOR,T171,S Clipperton,J Moore,119,1180,2,15,2,1,12,NA,1.11.90,32,NA,NA,2016-285
WV,NA,BLOCKER DEE,T374,Z Purton,C Fownes,127,-,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-285
1,9,LEAN JOURNEY,S389,O Doleuze,C H Yip,120,1101,6,-,11,11,1,NA,1.11.05,19,NA,NA,2016-286
2,12,INTELLECTUAL GLIDE,S124,M L Yeung,A Lee,111,1009,10,1-1/2,13,13,2,NA,1.11.28,26,NA,NA,2016-286
3,10,STARRY STARLIES,T429,J Moreira,P O'Sullivan,117,1162,11,2,12,8,3,NA,1.11.36,3.8,NA,NA,2016-286
4,1,HAPPY FIERY DRAGON,V108,K K Chiong,D Cruz,128,1014,5,2,4,3,4,NA,1.11.37,9.5,NA,NA,2016-286
5,4,O'SOCOOLE,S032,S Clipperton,D Cruz,128,1045,8,2-1/2,2,2,5,NA,1.11.45,6,NA,NA,2016-286
6,13,BERNARD'S CHOICE,N156,N Juglall,T K Ng,113,1069,9,2-1/2,9,9,6,NA,1.11.46,49,NA,NA,2016-286
7,2,EVERYONE'S CHOICE,P208,N Callan,K L Man,132,1148,14,3-1/4,8,7,7,NA,1.11.56,19,NA,NA,2016-286
8,6,GOLDEN CANNON,T022,K C Leung,K W Lui,125,962,4,3-1/4,3,4,8,NA,1.11.57,21,NA,NA,2016-286
9,11,ALL TIMES LUCKY,P064,T H So,L Ho,111,1051,12,5-1/4,14,12,9,NA,1.11.89,42,NA,NA,2016-286
10,7,NO LAUGHING MATTER,V032,O Murphy,C S Shum,123,1075,3,7,5,5,10,NA,1.12.18,11,NA,NA,2016-286
11,5,FREE NOVEMBER,T123,A Badel,R Gibson,127,1087,13,7-3/4,7,6,11,NA,1.12.30,15,NA,NA,2016-286
12,8,LUCKY SEBRING,V091,C Y Ho,Y S Tsui,119,1070,2,8,10,14,12,NA,1.12.34,93,NA,NA,2016-286
13,14,SMART GAIN,T404,H W Lai,C W Chang,113,1044,1,8,6,10,13,NA,1.12.35,75,NA,NA,2016-286
14,3,RUGBY DIAMOND,S432,Z Purton,W Y So,132,1032,7,10-3/4,1,1,14,NA,1.12.79,3.7,NA,NA,2016-286
1,7,TRAVEL FIRST,T098,K K Chiong,C H Yip,121,1197,14,-,2,2,2,1,1.38.72,19,NA,NA,2016-295
2,12,RED MARVEL,T417,J Moreira,J Size,116,1074,13,1/2,1,1,1,2,1.38.81,7.2,NA,NA,2016-295
3,2,MAGICAL BEAUTY,T342,Z Purton,A S Cruz,132,1116,1,1-1/2,3,3,4,3,1.38.97,4.9,NA,NA,2016-295
4,1,GOODHEART SUCCESS,S162,O Doleuze,C W Chang,133,1107,2,1-3/4,7,6,6,4,1.38.99,42,NA,NA,2016-295
5,14,TURIN PEARL,P267,H W Lai,L Ho,113,1112,5,1-3/4,4,4,3,5,1.39.02,13,NA,NA,2016-295
6,4,ULTIMATE GLORY,S235,N Callan,K L Man,131,1224,7,3-1/4,6,7,5,6,1.39.23,6.7,NA,NA,2016-295
7,3,LITTLE DRAGON,S264,A Badel,P F Yiu,131,1055,3,3-3/4,8,10,12,7,1.39.31,11,NA,NA,2016-295
8,13,ELECTRONIC PHOENIX,S343,S de Sousa,T P Yung,115,1205,12,4,14,14,13,8,1.39.35,6.9,NA,NA,2016-295
9,8,BEAUTY PRINCE,T411,S Clipperton,J Moore,125,1284,9,4-1/4,12,12,8,9,1.39.41,13,NA,NA,2016-295
10,11,DEJA VU,T376,K C Leung,A Lee,119,1231,4,4-1/2,11,11,9,10,1.39.45,17,NA,NA,2016-295
11,9,SUPER MAN,T213,B Prebble,W Y So,124,1192,10,4-3/4,5,5,7,11,1.39.49,14,NA,NA,2016-295
12,6,LITTERATEUR,V183,N Juglall,R Gibson,127,1069,8,5-1/2,10,9,10,12,1.39.59,92,NA,NA,2016-295
13,5,MAJESTIC ANTHEM,P238,O Murphy,D J Hall,128,1057,6,6-3/4,9,8,11,13,1.39.79,9.2,NA,NA,2016-295
14,10,KING OF MONGOLIA,S414,M Chadwick,C S Shum,120,1136,11,9-1/2,13,13,14,14,1.40.23,50,NA,NA,2016-295
1,8,MY DARLING,V142,J Moreira,J Size,122,1144,10,-,6,6,4,1,1.21.67,2.8,NA,NA,2016-296
2,1,BEAUTY GENERATION,V380,Z Purton,J Moore,130,1146,8,3/4,8,10,7,2,1.21.80,5.3,NA,NA,2016-296
3,13,CALIFORNIA WHIP,A114,M Chadwick,A S Cruz,118,1112,14,3/4,4,3,3,3,1.21.80,4.7,NA,NA,2016-296
4,9,HEALTHY JOYFUL,S358,C Y Ho,C S Shum,119,1023,11,1-1/4,7,8,9,4,1.21.86,26,NA,NA,2016-296
5,11,WHO DAT SINGA,A003,S de Sousa,R Gibson,120,1173,3,1-1/2,3,5,5,5,1.21.92,13,NA,NA,2016-296
6,2,FRIENDS OF KA YING,T370,K C Leung,P O'Sullivan,123,1093,4,2-1/2,2,2,2,6,1.22.07,26,NA,NA,2016-296
7,3,MR GENUINE,S253,N Callan,D J Hall,125,1067,12,3-1/2,13,9,10,7,1.22.25,66,NA,NA,2016-296
8,7,TOP ACT,P435,O Murphy,A T Millard,123,1124,2,6,5,4,6,8,1.22.62,70,NA,NA,2016-296
9,12,MIGHTY MAVERICK,V150,C Williams,D Cruz,119,1141,9,6,10,12,11,9,1.22.64,9.8,NA,NA,2016-296
10,14,HIGH AND MIGHTY,S362,S Clipperton,W Y So,120,1136,5,6-3/4,11,11,13,10,1.22.74,71,NA,NA,2016-296
11,10,PIKACHU,S298,N Juglall,D E Ferraris,120,1154,6,6-3/4,12,13,12,11,1.22.77,15,NA,NA,2016-296
12,6,TONYBOY,S101,M L Yeung,T P Yung,122,1192,7,7-1/2,9,7,8,12,1.22.86,40,NA,NA,2016-296
13,4,SPICY SURE,T234,K K Chiong,K L Man,120,1140,1,7-3/4,1,1,1,13,1.22.91,16,NA,NA,2016-296
