finishing_position,horse_number,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,length_behind_winner,running_position_1,running_position_2,running_position_3,running_position_4,finish_time,win_odds,running_position_5,running_position_6,race_id
4,3,SPICY DOUBLE,T393,K C Leung,K L Man,130,1123,11,3,13,11,4,NA,1.10.53,50,NA,NA,2016-047
5,4,PLENTY OF SPEED,P401,C Schofield,A T Millard,131,1108,10,3-1/2,4,4,5,NA,1.10.60,30,NA,NA,2016-047
6,2,IDYLLIC WIND,N139,D Whyte,T K Ng,132,1196,5,3-3/4,7,6,6,NA,1.10.65,11,NA,NA,2016-047
7,1,FREE NOVEMBER,T123,O Bosson,R Gibson,133,1108,14,4-1/4,12,12,7,NA,1.10.70,18,NA,NA,2016-047
8,9,STARRY STARLIES,T429,Z Purton,P O'Sullivan,124,1163,1,4-3/4,2,1,8,NA,1.10.78,13,NA,NA,2016-047
9,13,NOBLE BUDDIES,T356,M L Yeung,A Lee,115,1154,9,5-1/4,8,9,9,NA,1.10.87,24,NA,NA,2016-047
10,11,SOCCER BRAVE,T233,H W Lai,D E Ferraris,131,1045,12,6,14,14,10,NA,1.10.99,81,NA,NA,2016-047
11,10,GOOD LUCK MAN,T319,N Callan,L Ho,122,1071,3,7-1/4,1,2,11,NA,1.11.20,6,NA,NA,2016-047
12,8,SUPER GIFTED,T343,S Clipperton,C H Yip,126,1210,7,9-3/4,9,8,12,NA,1.11.61,99,NA,NA,2016-047
13,14,SMART GAIN,T404,K C Ng,C W Chang,108,1020,2,12,3,5,13,NA,1.11.95,92,NA,NA,2016-047
14,12,THUNDERSTROKE,T067,M Chadwick,C W Chang,118,1198,13,18,11,13,14,NA,1.12.92,38,NA,NA,2016-047
WV,NA,HEARTILY WINS,P424,H W Lai,D E Ferraris,119,1127,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-047
1,1,CIRCUIT LAND,T219,N Rawiller,C S Shum,133,1031,7,-,12,12,11,1,1.21.49,6.7,NA,NA,2016-056
2,14,PIKACHU,S298,K Teetan,D E Ferraris,114,1149,14,3/4,13,13,13,2,1.21.63,4.3,NA,NA,2016-056
3,5,MERION,V080,B Prebble,D Cruz,121,1201,6,1,9,10,10,3,1.21.65,5.3,NA,NA,2016-056
4,12,SIMPLY INVINCIBLE,V094,T H So,D J Hall,113,1067,5,1-3/4,14,14,14,4,1.21.76,30,NA,NA,2016-056
5,10,LUCKY DOUBLE EIGHT,P212,C Y Ho,C Fownes,115,1152,10,2,11,11,12,5,1.21.83,35,NA,NA,2016-056
6,8,HERO LOOK,V053,D Whyte,C H Yip,117,1109,8,2-1/4,8,9,9,6,1.21.86,14,NA,NA,2016-056
7,11,ULTIMATE GLORY,S235,H W Lai,K L Man,117,1207,13,2-3/4,3,2,1,7,1.21.93,48,NA,NA,2016-056
8,4,FLYING MOOCHI,T116,H N Wong,Y S Tsui,114,1093,12,2-3/4,1,1,2,8,1.21.93,12,NA,NA,2016-056
9,13,WINSTON'S LAD,T348,K C Leung,K W Lui,115,1074,4,3-1/4,5,6,6,9,1.22.02,9.6,NA,NA,2016-056
10,3,PRECISION KING,P134,S Clipperton,T P Yung,122,1146,11,3-1/4,7,3,3,10,1.22.03,66,NA,NA,2016-056
11,7,CALIFORNIA DISEGNO,V170,M Chadwick,A S Cruz,119,1098,9,3-3/4,2,4,4,11,1.22.09,15,NA,NA,2016-056
12,6,FRIENDS OF KA YING,T370,Z Purton,P O'Sullivan,126,1069,3,5-1/4,6,7,7,12,1.22.35,6,NA,NA,2016-056
13,9,HIGH FIVE,T200,C Schofield,A T Millard,117,1053,2,8-1/4,4,5,5,13,1.22.80,72,NA,NA,2016-056
14,2,CONSORT,V172,N Callan,R Gibson,128,1104,1,8-1/2,10,8,8,14,1.22.85,19,NA,NA,2016-056
WV,NA,INVINCIBLE DRAGON,V166,J Moreira,J Moore,120,1206,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-056
1,6,XINJIANG YARN,V035,C Schofield,P F Yiu,121,1218,2,-,5,5,5,1,1.35.32,3.6,NA,NA,2016-048
2,9,VICTORY MASTER,M148,K C Leung,A Lee,117,1131,10,3/4,3,4,4,2,1.35.47,15,NA,NA,2016-048
3,8,SUPERNATURAL,V063,C Y Ho,A S Cruz,117,1062,3,2,2,2,2,3,1.35.66,4,NA,NA,2016-048
4,1,TOP ACE,T199,J Moreira,A T Millard,133,1124,9,2-1/2,7,6,8,4,1.35.70,3.7,NA,NA,2016-048
5,7,AMAZING ALWAYS,N432,K Teetan,D E Ferraris,119,1161,8,3-1/2,9,7,7,5,1.35.89,49,NA,NA,2016-048
6,4,WIN IT,P032,Z Purton,W Y So,127,1025,4,3-3/4,6,8,6,6,1.35.93,15,NA,NA,2016-048
7,3,HIGH VOLATILITY,V081,Y T Cheng,K W Lui,128,1156,5,3-3/4,1,1,1,7,1.35.93,11,NA,NA,2016-048
8,2,BEST TANGO,S121,B Prebble,W Y So,132,1045,1,4,4,3,3,8,1.35.97,9.4,NA,NA,2016-048
9,11,ROCK THE TREE,P272,H W Lai,D E Ferraris,117,1052,6,4-1/4,8,9,9,9,1.36.00,18,NA,NA,2016-048
10,5,PRECISIONCRAFTSMAN,V036,M L Yeung,T P Yung,120,1068,7,10-1/2,10,10,10,10,1.36.99,44,NA,NA,2016-048
WV,10,FORTUNE GIGGLES,S346,S Clipperton,Y S Tsui,117,1225,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-048
1,11,NATURAL FRIENDSHIP,S359,B Prebble,W Y So,123,1030,12,-,4,6,7,1,1.22.94,4.3,NA,NA,2016-049
2,4,DANEWIN EXPRESS,S234,Y T Cheng,Y S Tsui,131,1138,7,N,12,13,14,2,1.22.98,13,NA,NA,2016-049
3,5,PRINCE FALCON,T144,O Bosson,J Moore,131,1040,14,N,13,12,13,3,1.23.01,23,NA,NA,2016-049
4,12,PLAIN BLUE BANNER,S070,D Whyte,D E Ferraris,123,1094,5,1/2,8,7,8,4,1.23.04,16,NA,NA,2016-049
5,8,DOUBLE POINT,S246,N Callan,C Fownes,125,1028,3,1-1/4,9,8,6,5,1.23.13,27,NA,NA,2016-049
6,14,SNOWHOOVES,S409,J Moreira,D Cruz,118,1064,13,1-1/4,2,2,1,6,1.23.16,2.5,NA,NA,2016-049
7,7,NO LAUGHING MATTER,V032,N Rawiller,C S Shum,129,1077,9,1-3/4,7,9,9,7,1.23.23,11,NA,NA,2016-049
8,10,DUTCH WINDMILL,T288,K C Ng,C W Chang,119,1041,4,2,5,4,5,8,1.23.26,73,NA,NA,2016-049
9,2,FRANCE VALOUR,S408,S Clipperton,T P Yung,132,1132,8,4-1/4,11,10,10,9,1.23.63,35,NA,NA,2016-049
10,3,BE THERE AHEAD,S193,T H So,L Ho,129,1044,6,5-1/2,10,11,11,10,1.23.83,45,NA,NA,2016-049
11,1,TREASURE AND GOLD,V027,Z Purton,C H Yip,133,1124,1,5-1/2,6,5,3,11,1.23.84,12,NA,NA,2016-049
12,9,GOLDEN PARTNERS,S286,K Teetan,A T Millard,125,1066,2,5-1/2,14,14,12,12,1.23.84,10,NA,NA,2016-049
13,6,FRIENDS FOREVER,T079,K C Leung,K L Man,128,1250,11,10,1,1,2,13,1.24.54,35,NA,NA,2016-049
14,13,RACINGFORPLEASURE,T231,C Y Ho,K W Lui,120,977,10,12,3,3,4,14,1.24.87,99,NA,NA,2016-049
1,8,MR PICASSO,T330,J Moreira,D J Hall,124,1107,13,-,11,8,1,NA,1.10.39,2.9,NA,NA,2016-050
2,7,HOT HOT PEPPER,V026,Z Purton,P O'Sullivan,124,1146,8,1/2,1,1,2,NA,1.10.49,2.9,NA,NA,2016-050
3,12,SIGHT SEEING,S291,B Prebble,W Y So,120,1111,6,3/4,3,2,3,NA,1.10.50,13,NA,NA,2016-050
4,10,VICTOR EMPEROR,S425,D Whyte,C H Yip,122,1122,10,1-1/4,13,13,4,NA,1.10.58,6,NA,NA,2016-050
5,5,DIAMOND BIT,T153,N Rawiller,Y S Tsui,125,1112,2,1-1/2,10,11,5,NA,1.10.62,12,NA,NA,2016-050
6,14,ROYAL SPIRIT,T257,M Chadwick,C W Chang,114,1038,4,1-1/2,14,12,6,NA,1.10.63,99,NA,NA,2016-050
7 DH,2,SUNNY WIN,V254,T H So,L Ho,131,1230,1,2-1/4,5,9,7,NA,1.10.77,99,NA,NA,2016-050
7 DH,4,VOLITATION,V223,H N Wong,J Size,123,1151,14,2-1/4,9,6,7,NA,1.10.77,10,NA,NA,2016-050
9,3,BRIGHT STAR,N387,M L Yeung,T P Yung,130,1022,11,3-3/4,8,10,9,NA,1.10.99,51,NA,NA,2016-050
10,6,ELECTRONIC EMPIRE,V262,N Callan,K L Man,125,1100,12,4,7,7,10,NA,1.11.04,98,NA,NA,2016-050
11,13,GENTLEMEN,V060,K C Leung,P F Yiu,114,1112,3,4-3/4,4,3,11,NA,1.11.13,26,NA,NA,2016-050
12,9,DON WONGCHOY,V259,C Schofield,Y S Tsui,123,1061,9,4-3/4,6,5,12,NA,1.11.17,66,NA,NA,2016-050
13,1,EASY TOUCH,V269,O Bosson,C S Shum,133,1197,5,5,2,4,13,NA,1.11.18,92,NA,NA,2016-050
14,11,MISTRAL,T386,K Teetan,A T Millard,120,1129,7,7-1/2,12,14,14,NA,1.11.57,99,NA,NA,2016-050
1,4,TRILLION TREASURE,P156,N Callan,A T Millard,126,1084,7,-,3,3,1,NA,1.09.32,33,NA,NA,2016-051
2,7,HELEN'S CHOICE,P185,M L Yeung,K W Lui,122,1205,3,N,7,7,2,NA,1.09.37,10,NA,NA,2016-051
3,9,I'M THE WON FOR U,T364,N Rawiller,Y S Tsui,124,1029,4,1,4,4,3,NA,1.09.48,2.7,NA,NA,2016-051
4,12,SIR JOHN,P344,C Schofield,W Y So,118,1149,11,2-1/2,8,6,4,NA,1.09.73,25,NA,NA,2016-051
5,2,SMILING GLORY,V231,D Whyte,K L Man,128,1174,8,2-3/4,2,2,5,NA,1.09.74,7.4,NA,NA,2016-051
6,6,DR RACE,T284,H W Lai,D E Ferraris,124,1068,9,2-3/4,9,8,6,NA,1.09.78,9,NA,NA,2016-051
7,1,UNLEASHED DRAGON,V205,O Doleuze,R Gibson,129,1106,1,3-1/4,1,1,7,NA,1.09.85,5,NA,NA,2016-051
8,10,SPRING WIN,V157,K Teetan,P F Yiu,124,1064,2,5,5,5,8,NA,1.10.12,7.1,NA,NA,2016-051
9,3,HELLO KIMBERLEY,P205,K C Ng,T K Ng,121,1014,6,8-3/4,6,9,9,NA,1.10.70,59,NA,NA,2016-051
10,8,HURRICANE KID,T285,S Clipperton,P O'Sullivan,124,1148,12,9-1/4,10,11,10,NA,1.10.80,17,NA,NA,2016-051
11,5,MODERN FORTUNE,T081,T H So,L Ho,123,1009,10,9-1/4,11,10,11,NA,1.10.81,55,NA,NA,2016-051
WV-A,11,RESPECT,T359,J Moreira,J Moore,121,1146,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-051
1,5,HOUSE OF FUN,V092,J Moreira,J Size,127,1224,7,-,4,4,2,1,1.22.28,3.1,NA,NA,2016-052
2,4,SUPERIOR BOY,V102,O Doleuze,C W Chang,130,1169,14,HD,13,13,14,2,1.22.31,12,NA,NA,2016-052
3,1,A BEAUTIFUL,T421,Z Purton,W Y So,133,1080,6,1/2,5,3,3,3,1.22.36,2.9,NA,NA,2016-052
4,2,HOME RUN,V101,N Rawiller,Y S Tsui,132,1092,10,1/2,14,14,12,4,1.22.37,8,NA,NA,2016-052
5,13,IMPERIAL SEAL,T223,M Chadwick,C Fownes,117,1134,4,3,6,5,5,5,1.22.74,50,NA,NA,2016-052
6,10,REWARDING FLYER,T401,S Clipperton,J Moore,121,1034,13,3,9,12,11,6,1.22.78,12,NA,NA,2016-052
7,3,MEGATRON,V119,N Callan,P F Yiu,132,1134,8,4-3/4,10,8,10,7,1.23.05,99,NA,NA,2016-052
8,14,HAY GO LUCKY,T023,C Y Ho,K W Lui,114,1091,3,6-1/4,7,6,6,8,1.23.29,10,NA,NA,2016-052
9,8,EXCELLENCE,T314,T H So,A Lee,122,1031,2,7-1/4,11,9,8,9,1.23.44,57,NA,NA,2016-052
10,11,POWER DRAGON,V129,D Whyte,C H Yip,118,1157,12,8,2,7,7,10,1.23.56,12,NA,NA,2016-052
11,7,AUDACITY,V238,K C Ng,L Ho,119,1083,5,9-1/4,12,10,9,11,1.23.77,99,NA,NA,2016-052
12,6,MEISTERSTUECK,V165,O Bosson,T P Yung,125,1120,1,9-3/4,3,2,1,12,1.23.86,99,NA,NA,2016-052
13,9,HAPPY FIERY DRAGON,V108,K C Leung,D Cruz,119,1039,11,14,8,11,13,13,1.24.51,71,NA,NA,2016-052
14,12,SOARING WYVERN,T278,K Teetan,D J Hall,118,1110,9,19-3/4,1,1,4,14,1.25.42,37,NA,NA,2016-052
1,10,TEAM FORTUNE,T306,D Whyte,W Y So,120,1143,12,-,2,2,1,NA,1.08.58,5.6,NA,NA,2016-053
2,5,HARBOUR ALERT,T254,C Schofield,P O'Sullivan,125,1280,7,1-1/2,5,3,2,NA,1.08.83,7.5,NA,NA,2016-053
3,2,TIMELY ARRIVED,S431,H N Wong,Y S Tsui,126,1164,8,2-3/4,1,1,3,NA,1.09.03,11,NA,NA,2016-053
4,6,SUN TOUCH,V266,T H So,C S Shum,119,1197,11,3-1/2,3,5,4,NA,1.09.15,62,NA,NA,2016-053
5,3,DEJA VU,T376,K C Leung,A Lee,129,1228,6,3-3/4,6,6,5,NA,1.09.16,9.2,NA,NA,2016-053
6,8,LANSBURY,T164,K Teetan,D J Hall,120,1157,2,4-1/4,8,8,6,NA,1.09.27,7,NA,NA,2016-053
7,1,SKYROCKETS,T096,N Callan,P F Yiu,133,1188,5,4-3/4,7,7,7,NA,1.09.35,21,NA,NA,2016-053
8,4,NOBLE ALPHA,M339,M Chadwick,C W Chang,129,1089,9,5,10,10,8,NA,1.09.39,45,NA,NA,2016-053
9,11,BEAUTY CONNECTION,T415,J Moreira,A S Cruz,119,1136,4,6,4,4,9,NA,1.09.53,3.1,NA,NA,2016-053
10,9,LOOKS LIKE THE CAT,T238,C Y Ho,C Fownes,118,1119,1,7,9,9,10,NA,1.09.70,15,NA,NA,2016-053
11,7,TIANHUANG,T303,S Clipperton,J Moore,121,1127,10,8-1/2,12,12,11,NA,1.09.93,18,NA,NA,2016-053
12,12,GREAT SKY,N426,H W Lai,L Ho,118,1164,3,9-1/4,11,11,12,NA,1.10.05,24,NA,NA,2016-053
1,12,LOTUS BREEZE,T112,J Moreira,W Y So,117,1076,2,-,4,4,1,NA,1.09.40,2.3,NA,NA,2016-054
2,10,MULTIMAX,T129,K C Ng,A S Cruz,114,1145,7,NOSE,1,1,2,NA,1.09.40,22,NA,NA,2016-054
3,2,CHARITY GLORY,T302,N Rawiller,C S Shum,127,1162,13,N,5,5,3,NA,1.09.44,9.1,NA,NA,2016-054
4,8,AEROSPEED,T351,K C Leung,P O'Sullivan,119,1104,10,3/4,9,10,4,NA,1.09.51,15,NA,NA,2016-054
5,6,WINFIELD,V199,D Whyte,R Gibson,125,1155,8,1,10,11,5,NA,1.09.56,4.8,NA,NA,2016-054
6,13,HARD BALL GET,P373,K Teetan,D J Hall,115,1030,4,1-1/4,6,7,6,NA,1.09.62,36,NA,NA,2016-054
7,1,WHY WHY,P372,Z Purton,C Fownes,133,1163,11,3-1/4,11,13,7,NA,1.09.91,34,NA,NA,2016-054
8,9,SUNNY ORIENT,V302,C Schofield,T P Yung,120,1095,12,3-1/4,13,12,8,NA,1.09.94,57,NA,NA,2016-054
9,11,LOOK ERAS,V123,C Y Ho,Y S Tsui,115,1038,5,3-3/4,2,3,9,NA,1.09.98,29,NA,NA,2016-054
10,3,JADE FORTUNE,V020,H W Lai,K L Man,127,1114,9,4-3/4,12,9,10,NA,1.10.16,54,NA,NA,2016-054
11,5,SEE ME NOW,V171,T H So,K W Lui,123,963,1,5,7,6,11,NA,1.10.19,99,NA,NA,2016-054
12,7,OCEAN ROAR,N317,M L Yeung,A Lee,122,1184,6,5-3/4,3,2,12,NA,1.10.34,99,NA,NA,2016-054
13,4,AVELLINO,T388,N Callan,P O'Sullivan,126,1096,3,5-3/4,8,8,13,NA,1.10.34,4.6,NA,NA,2016-054
1,3,AMAZING AGILITY,V192,H W Lai,D E Ferraris,125,1010,8,-,13,13,14,1,1.34.31,21,NA,NA,2016-055
2,2,UNICORN,T046,K C Leung,C S Shum,124,1070,7,1-1/2,8,9,8,2,1.34.56,5,NA,NA,2016-055
3,4,PACKING DRAGON,T230,Z Purton,P F Yiu,124,1190,12,2,3,4,4,3,1.34.62,6.7,NA,NA,2016-055
4,12,METALLIC STAR,N309,T H So,C H Yip,114,1001,4,3-1/4,4,6,6,4,1.34.83,99,NA,NA,2016-055
5,5,SKY KING,V217,O Doleuze,C Fownes,124,1289,5,3-1/2,10,11,12,5,1.34.87,17,NA,NA,2016-055
6,14,KIRAM,T093,D Whyte,D E Ferraris,117,1123,2,3-1/2,5,5,5,6,1.34.87,9.8,NA,NA,2016-055
7,11,EASY HEDGE,T409,J Moreira,J Size,116,1072,13,3-1/2,11,10,10,7,1.34.88,4.7,NA,NA,2016-055
8,7,CLOUD NINE,T416,N Callan,A T Millard,120,1082,3,3-3/4,9,8,9,8,1.34.93,99,NA,NA,2016-055
9,9,VANILLA,P439,M L Yeung,C Fownes,117,1099,6,4,12,12,11,9,1.34.96,99,NA,NA,2016-055
10,8,SMART BOY,V076,B Prebble,W Y So,120,1154,14,5-3/4,7,1,1,10,1.35.23,7.1,NA,NA,2016-055
11,1,HAPPY PLACE,S380,C Schofield,T P Yung,130,1121,9,6-1/4,6,7,7,11,1.35.30,13,NA,NA,2016-055
12,6,UNIQUE JOYOUS,S244,S Clipperton,K L Man,121,1163,1,7,14,14,13,12,1.35.44,61,NA,NA,2016-055
13,13,ABLE DEED,V136,K Teetan,J Moore,115,1184,10,14,1,2,3,13,1.36.55,10,NA,NA,2016-055
14,10,BEAUTY LOVE,V025,C Y Ho,A S Cruz,116,1068,11,15-3/4,2,3,2,14,1.36.85,10,NA,NA,2016-055
1,8,MI SAVVY BOY,S381,C Schofield,A T Millard,123,1088,3,-,6,6,6,1,1.41.84,6.1,NA,NA,2016-057
2,5,SAFARI MAGIC,N166,B Prebble,Y S Tsui,127,1130,1,N,8,9,9,2,1.41.89,8.1,NA,NA,2016-057
3,3,LAUGHING LORD,T071,N Callan,C W Chang,130,1085,6,1-1/4,7,7,4,3,1.42.05,9.9,NA,NA,2016-057
4,11,PERFECT TIMING,T019,S Clipperton,T P Yung,118,1088,5,2-1/4,12,12,11,4,1.42.18,23,NA,NA,2016-057
5,6,FLYING MACHINE,T413,J Moreira,W Y So,125,1073,12,2-1/2,5,4,2,5,1.42.25,3.9,NA,NA,2016-057
6,1,SILVER GATSBY,T161,C Y Ho,A S Cruz,130,1111,4,3-1/2,4,5,7,6,1.42.38,22,NA,NA,2016-057
7,9,MIZZEN GREY,N192,M Chadwick,T K Ng,121,1051,2,3-1/2,11,10,8,7,1.42.40,19,NA,NA,2016-057
8,7,GLORY SUNSHINE,S313,H N Wong,W Y So,116,1105,11,4-1/2,1,1,1,8,1.42.55,8.7,NA,NA,2016-057
9,2,DASHING FORTUNE,P046,K Teetan,D E Ferraris,130,1123,8,5-1/2,10,11,10,9,1.42.70,41,NA,NA,2016-057
10,12,LE PEGASE,T280,M L Yeung,A Lee,115,1023,7,5-1/2,3,3,3,10,1.42.73,24,NA,NA,2016-057
11,10,FOUR FOUR FIVE,P445,H W Lai,T K Ng,119,1139,10,20,2,2,5,11,1.45.05,46,NA,NA,2016-057
12,4,MANHATTAN STRIKER,V141,O Doleuze,C Fownes,129,1082,9,22-1/4,9,8,12,12,1.45.39,4.3,NA,NA,2016-057
1,5,WHO'STHEDUDE,T312,J Moreira,C S Shum,129,1113,10,-,9,8,1,NA,1.10.51,4.2,NA,NA,2016-058
2,9,LOVE CHUNGHWA,T207,B Prebble,T P Yung,124,1135,2,1-3/4,8,7,2,NA,1.10.78,6.4,NA,NA,2016-058
3,6,BREEDERS' STAR,V197,D Whyte,D E Ferraris,128,1152,9,2-1/2,6,6,3,NA,1.10.92,10,NA,NA,2016-058
4,4,PEARL WIN,P085,K Teetan,A T Millard,130,1042,6,2-3/4,5,4,4,NA,1.10.93,10,NA,NA,2016-058
5,12,PLANET GIANT,T295,M L Yeung,R Gibson,113,1077,4,4-3/4,7,9,5,NA,1.11.29,44,NA,NA,2016-058
6,3,GRACYDAD,V200,T H So,D J Hall,128,1097,7,5-1/4,3,2,6,NA,1.11.36,38,NA,NA,2016-058
7,1,DIAMOND MYSTERIOUS,S426,K K Chiong,K W Lui,126,1116,3,5-1/2,10,11,7,NA,1.11.41,7.6,NA,NA,2016-058
8,8,BEST REWARD,V189,K C Ng,W Y So,121,1106,5,6-1/2,11,10,8,NA,1.11.54,99,NA,NA,2016-058
9,10,NATURAL TEAM,P257,H W Lai,K L Man,122,1005,8,6-1/2,4,5,9,NA,1.11.56,42,NA,NA,2016-058
10,7,GENTILIS,S011,Z Purton,C H Yip,128,1065,1,9,1,1,10,NA,1.11.96,2.5,NA,NA,2016-058
11,11,BORN DRAGON,V009,O Doleuze,C Fownes,119,1009,11,10-3/4,2,3,11,NA,1.12.22,36,NA,NA,2016-058
WX,2,VICTORIUS,N423,N Rawiller,Y S Tsui,133,1122,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-058
1,8,GRACEFUL KINGDOM,P145,C Schofield,P F Yiu,120,1191,5,-,1,1,1,1,1.41.28,10,NA,NA,2016-059
2,5,SOUL ACHIEVER,S133,K Teetan,A T Millard,126,1150,3,1/2,4,4,2,2,1.41.37,18,NA,NA,2016-059
3,12,SPEEDY WALLY,T002,J Moreira,C Fownes,116,1108,2,3-3/4,5,5,4,3,1.41.88,1.9,NA,NA,2016-059
4,3,WIN IT,P032,Z Purton,W Y So,129,1005,8,6-1/2,10,10,9,4,1.42.30,5.3,NA,NA,2016-059
5,2,MONEY MAN,V227,O Bosson,P O'Sullivan,131,1106,12,7-1/4,11,11,11,5,1.42.42,99,NA,NA,2016-059
6,7,GERONIMO MEADOW,N226,B Prebble,D J Hall,123,1058,11,7-1/4,9,9,10,6,1.42.43,8.8,NA,NA,2016-059
7,11,FAITHFUL BOY,T089,S Clipperton,Y S Tsui,117,1071,10,9-3/4,3,2,3,7,1.42.85,30,NA,NA,2016-059
8,4,LIGHTNING AND GOLD,P354,D Whyte,C H Yip,127,1082,6,10,8,8,6,8,1.42.87,28,NA,NA,2016-059
9,9,CHEERFUL FRAME,S300,K K Chiong,C H Yip,112,1163,1,12-1/2,7,7,8,9,1.43.29,11,NA,NA,2016-059
10,1,THANKSGIVING,M350,H N Wong,D Cruz,126,1133,7,13,2,3,5,10,1.43.34,43,NA,NA,2016-059
11,10,NOBLE DE MAN,S215,M L Yeung,K L Man,116,1047,9,23-1/4,6,6,7,11,1.45.00,21,NA,NA,2016-059
WV-A,6,THE RAINBOW,V095,N Rawiller,Y S Tsui,125,1059,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-059
1,3,SHINING CHAMPION,S305,N Callan,R Gibson,132,1110,6,-,6,6,1,NA,1.10.96,8.3,NA,NA,2016-060
2,1,FORMULA GALORE,V011,Z Purton,C Fownes,133,1068,12,1-1/4,9,8,2,NA,1.11.18,7.8,NA,NA,2016-060
3,8,ORIENTAL FANTASIA,P269,H N Wong,Y S Tsui,115,1111,1,1-3/4,1,1,3,NA,1.11.26,5,NA,NA,2016-060
4,10,GREAT SPEED,S251,J Moreira,L Ho,115,1095,11,2-1/2,11,10,4,NA,1.11.35,3.4,NA,NA,2016-060
5,4,GIDDY GIDDY,S367,O Doleuze,J Size,131,1109,5,3,2,2,5,NA,1.11.43,12,NA,NA,2016-060
6,6,OPTIMISM,S150,K Teetan,D E Ferraris,128,1064,3,3,10,11,6,NA,1.11.45,5.1,NA,NA,2016-060
7,7,MIGHTY GAINS,P260,M L Yeung,K L Man,121,1127,2,3-1/4,8,9,7,NA,1.11.50,99,NA,NA,2016-060
8,12,PROPEL REPEL,T034,H W Lai,C W Chang,113,1129,8,3-3/4,12,12,8,NA,1.11.57,72,NA,NA,2016-060
9,2,KING'S STEED,S051,D Whyte,T K Ng,132,1168,10,4,7,7,9,NA,1.11.60,44,NA,NA,2016-060
10,9,KING OF SMARTS,S176,K C Leung,D Cruz,115,1058,7,4-1/2,3,3,10,NA,1.11.68,30,NA,NA,2016-060
11,5,NOVEL START,M255,N Rawiller,T K Ng,128,1081,4,5-3/4,4,5,11,NA,1.11.88,27,NA,NA,2016-060
12,11,INTELLECTUAL GLIDE,S124,K K Chiong,A Lee,107,1012,9,8-1/4,5,4,12,NA,1.12.26,11,NA,NA,2016-060
1,7,VERY RICH MAN,V286,D Whyte,T K Ng,125,1040,1,-,4,4,1,NA,0.57.94,7,NA,NA,2016-061
2,5,C P POWER,V037,J Moreira,A T Millard,127,1056,7,SH,9,8,2,NA,0.57.97,3.4,NA,NA,2016-061
3,6,LUCKY SEVEN,V201,O Bosson,P O'Sullivan,125,1118,9,N,3,3,3,NA,0.58.01,10,NA,NA,2016-061
4,11,PROMPT EXPRESS,T168,H W Lai,P F Yiu,118,1153,5,1/2,7,6,4,NA,0.58.03,19,NA,NA,2016-061
5,2,LYRIC ACE,S047,K C Leung,D Cruz,129,1057,4,1,1,1,5,NA,0.58.11,14,NA,NA,2016-061
6,9,FUNNY BUDDIES,T300,M Chadwick,D J Hall,122,1031,2,1-1/4,8,9,6,NA,0.58.15,22,NA,NA,2016-061
7,1,THE FULL BLOOM,V243,T H So,C H Yip,131,1029,11,2-1/2,12,12,7,NA,0.58.35,35,NA,NA,2016-061
8,4,NASHASHUK,V143,Z Purton,J Size,128,1083,10,2-1/2,10,10,8,NA,0.58.36,10,NA,NA,2016-061
9,3,TRENDIFUL,S185,O Doleuze,C W Chang,131,1140,6,3-1/4,6,5,9,NA,0.58.48,8.7,NA,NA,2016-061
10,12,RUGBY DIAMOND,S432,H N Wong,W Y So,109,1034,8,4,2,2,10,NA,0.58.57,52,NA,NA,2016-061
11,10,OCTAL LUCK,T205,B Prebble,A Lee,121,1261,12,4-3/4,11,11,11,NA,0.58.70,7.1,NA,NA,2016-061
12,8,PEACE COMBINATION,T091,S Clipperton,C Fownes,123,1051,3,5,5,7,12,NA,0.58.74,8.2,NA,NA,2016-061
1,8,HAPPY SPIRIT,V008,K C Ng,A S Cruz,115,1094,1,-,1,1,1,1,1.49.79,5.6,1,NA,2016-062
2,1,WINNIE'S HONEY,V132,C Y Ho,C Fownes,131,1018,8,3/4,9,10,9,8,1.49.93,4.7,2,NA,2016-062
3,4,HAPPY CONTENDER,T363,O Doleuze,R Gibson,126,1123,10,2-1/4,2,2,2,2,1.50.17,6.4,3,NA,2016-062
4,7,LOTUS STRIKES BACK,T145,Z Purton,J Moore,121,1048,3,2-1/2,8,6,7,6,1.50.19,11,4,NA,2016-062
5,3,GREEN DISPATCH,V184,N Rawiller,C S Shum,129,1153,5,3,3,4,5,4,1.50.27,11,5,NA,2016-062
6,9,ALLCASH,T195,J Moreira,A T Millard,119,1162,4,3-1/4,6,7,6,7,1.50.31,5,6,NA,2016-062
7,5,REDWOOD BABY,P358,M L Yeung,C S Shum,121,1024,6,3-3/4,10,9,10,9,1.50.39,9,7,NA,2016-062
8,6,HO HO FEEL,T029,K C Leung,C H Yip,120,1158,2,3-3/4,4,3,4,3,1.50.40,8.4,8,NA,2016-062
9,11,TOWERING STORM,M401,K Teetan,P F Yiu,115,1073,9,5-1/4,11,11,11,11,1.50.62,49,9,NA,2016-062
